Macrococcus equipercicus
Madurella
Madurella grisea
Madurella mycetomatis
Malassezia
Malassezia furfur
Malassezia globosa
Malassezia pachydermatis
Malassezia restricta
Malassezia sympodialis
Malbranchea
Mannheimia
Mannheimia haemolytica
Marburgvirus
Massilia
Massilia timonae
Mastadenovirus
Measles virus
Megamonas
Megamonas hypermegale
Megasphaera
Megasphaera elsdenii
Metarhizium
Metarhizium anisopliae
Methicillin-resistant Staphylococcus aureus
Methylobacterium
Methylobacterium mesophilicum
Meyerozyma
Meyerozyma guilliermondii
Microbacterium
Microbacterium arborescens
Microbacterium hydrocarbonoxydans
Microbacterium imperiale
Microbacterium lacticum
Microbacterium liquefaciens
Microbacterium maritypicum
Microbacterium oxydans
Microbacterium paraoxydans
Microbacterium resistens
Micrococcus
Micrococcus antarcticus
Micrococcus luteus
Micrococcus lylae
Micrococcus nishinomiyaensis
Micromonospora
Micromonospora chalcea
Microsporidium
Microsporum
Mitsuokella
Mitsuokella multacida
Mobiluncus
Mobiluncus curtisii
Mobiluncus mulieris
Moellerella
Moellerella wisconsensis
Mogibacterium
Mogibacterium diversum
Mogibacterium neglectum
Mogibacterium timidum
Mogibacterium vescum
Mold
Molluscum contagiosum virus
Monkeypox virus
Moraxella
Moraxella atlantae
Moraxella boevrei
Moraxella bovis
Moraxella canis
Moraxella caprae
Moraxella catarrhalis
Moraxella cuniculi
Moraxella lacunata
Moraxella lincolnii
Moraxella nonliquefaciens
Moraxella oblonga
Moraxella osloensis
Moraxella ovis
Morbillivirus
Morganella
Morganella morganii
Mortierella
Mortierella wolfii
Mucor
Mucor circinelloides
Mucor hiemalis
Mucor racemosus
Mucor ramosissimus
multidrug resistant Achromobacter xylosoxidans
multidrug resistant Acinetobacter
multidrug resistant Enterobacter asburiae
multidrug resistant Klebsiella pneumoniae
multidrug resistant Morganella morganii
multidrug resistant Pseudomonas aeruginosa
multiple drug-resistant Enterobacter cloacae
multiple drug-resistant Proteus mirabilis
Mumps virus
Mycelia sterilia
Mycobacterium
Mycobacterium africanum
Mycobacterium agri
Mycobacterium aichiense
Mycobacterium alvei
Mycobacterium asiaticum
Mycobacterium aurum
Mycobacterium austroafricanum
Mycobacterium avium
Mycobacterium boenickei
Mycobacterium bohemicum
Mycobacterium bovis
Mycobacterium branderi
Mycobacterium brisbanense
Mycobacterium brumae
Mycobacterium canariasense
Mycobacterium caprae
Mycobacterium celatum
Mycobacterium chesapeaki
Mycobacterium chitae
Mycobacterium chubuense
Mycobacterium confluentis
Mycobacterium conspicuum
Mycobacterium cookii
Mycobacterium cosmeticum
Mycobacterium diernhoferi
Mycobacterium doricum
Mycobacterium duvalii
Mycobacterium elephantis
Mycobacterium fallax
Mycobacterium farcinogenes
Mycobacterium flavescens
Mycobacterium fortuitum
Mycobacterium fortuitum complex
Mycobacterium frederiksbergense
Mycobacterium gadium
Mycobacterium gastri
Mycobacterium genavense
Mycobacterium gilvum
Mycobacterium goodii
Mycobacterium gordonae
Mycobacterium haemophilum
Mycobacterium hassiacum
Mycobacterium heckeshornense
Mycobacterium heidelbergense
Mycobacterium hiberniae
Mycobacterium hodleri
Mycobacterium holsaticum
Mycobacterium houstonense
Mycobacterium immunogenum
Mycobacterium interjectum
Mycobacterium intermedium
Mycobacterium intracellulare
Mycobacterium kansasii
Mycobacterium kubicae
Mycobacterium lacticola
Mycobacterium lacus
Mycobacterium lentiflavum
Mycobacterium leprae
Mycobacterium madagascariense
Mycobacterium mageritense
Mycobacterium malmoense
Mycobacterium marinum
Mycobacterium microti
Mycobacterium montefiorense
Mycobacterium moriokaense
Mycobacterium mucogenicum
Mycobacterium murale
Mycobacterium neoaurum
Mycobacterium neworleansense
Mycobacterium nonchromogenicum
Mycobacterium novocastrense
Mycobacterium obuense
Mycobacterium palustre
Mycobacterium parafortuitum
Mycobacterium parascrofulaceum
Mycobacterium paratuberculosis
Mycobacterium parmense
Mycobacterium peregrinum
Mycobacterium phlei
Mycobacterium phocaicum
Mycobacterium pinnipedii
Mycobacterium porcinum
Mycobacterium psychrotolerans
Mycobacterium rhodesiae
Mycobacterium scrofulaceum
Mycobacterium septicum
Mycobacterium sherrisii
Mycobacterium shimoidei
Mycobacterium shottsii
Mycobacterium simiae
Mycobacterium smegmatis
Mycobacterium sphagni
Mycobacterium szulgai
Mycobacterium terrae
Mycobacterium terrae complex
Mycobacterium thermoresistibile
Mycobacterium tokaiense
Mycobacterium triplex
Mycobacterium triviale
Mycobacterium tuberculosis
Mycobacterium tuberculosis complex
Mycobacterium tusciae
Mycobacterium ulcerans
Mycobacterium vaccae
Mycobacterium vanbaalenii
Mycobacterium wolinskyi
Mycobacterium xenopi
"Mycobacterium, avium-intracellulare group"
Mycobacteroides abscessus
Mycobacteroides chelonae
Mycoplasma
Mycoplasma buccale
Mycoplasma faucium
Mycoplasma fermentans
Mycoplasma genitalium
Mycoplasma hominis
Mycoplasma lipophilum
Mycoplasma orale
Mycoplasma penetrans
Mycoplasma pirum
Mycoplasma pneumoniae
Mycoplasma primatum
Mycoplasma salivarium
Mycoplasma spermatophilum
Myroides
Myroides odoratus
Naegleria
Necator
Neisseria
Neisseria canis
Neisseria cinerea
Neisseria dentiae
Neisseria elongata
Neisseria flavescens
Neisseria gonorrhoeae
Neisseria iguanae
Neisseria lactamica
Neisseria macacae
Neisseria meningitidis
Neisseria mucosa
Neisseria oralis
Neisseria perflava
Neisseria polysaccharea
Neisseria sicca
Neisseria subflava
Neisseria weaveri
Neorickettsia
Neorickettsia sennetsu
Neosartorya
Neosartorya fischeri
Neoscytalidium dimidiatum
Nesterenkonia
Nesterenkonia halobia
Nigrospora
Nocardia
Nocardia abscessus
Nocardia africana
Nocardia anaemiae
Nocardia aobensis
Nocardia araoensis
Nocardia arthritidis
Nocardia asiatica
Nocardia asteroides
Nocardia asteroides complex
Nocardia beijingensis
Nocardia brasiliensis
Nocardia brevicatena
Nocardia carnea
Nocardia cyriacigeorgica
Nocardia elegans
Nocardia farcinica
Nocardia higoensis
Nocardia inohanensis
Nocardia kruczakiae
Nocardia mexicana
Nocardia niigatensis
Nocardia nova
Nocardia paucivorans
Nocardia pneumoniae
Nocardia pseudobrasiliensis
Nocardia sienata
Nocardia testacea
Nocardia transvalensis
Nocardia veterana
Nocardia yamanashiensis
Nocardiopsis
Nocardiopsis dassonvillei
Norovirus
Norwalk virus
Nutritionally variant streptococci
Obesumbacterium
Obesumbacterium proteus
Ochrobactrum
Ochrobactrum anthropi
Ochrobactrum intermedium
Ochroconis
Ochroconis constricta
Odoribacter
Odoribacter splanchnicus
Oerskovia
Ogataea
Ogataea polymorpha
Oligella
Oligella ureolytica
Oligella urethralis
Orbivirus
Orf virus
Orientia
Orientia tsutsugamushi
Orthoreovirus
Paecilomyces
Paecilomyces javanicus
Paecilomyces variotii
Paenibacillus
Paenibacillus agaridevorans
Paenibacillus alvei
Paenibacillus edaphicus
Paenibacillus larvae
Paenibacillus lentimorbus
Paenibacillus macerans
Paenibacillus pabuli
Paenibacillus polymyxa
Paenibacillus popilliae
Paenibacillus provencensis
Paenibacillus thiaminolyticus
Paenibacillus urinalis
Paenibacillus validus
Paeniclostridium sordellii
Pandoraea
Pandoraea apista
Pandoraea norimbergensis
Pandoraea pnomenusa
Pandoraea pulmonicola
Pandoraea sputorum
Pantoea
Pantoea agglomerans
Pantoea ananatis
Pantoea dispersa
Parabacteroides
Parabacteroides distasonis
Parabacteroides goldsteinii
Parabacteroides merdae
Paraburkholderia
Paraburkholderia fungorum
Paraclostridium bifermentans
Paracoccidioides
Paracoccidioides brasiliensis
Paracoccus
Paracoccus yeei
Parascardovia
Parascardovia denticolens
Parvimonas
Parvimonas micra
Parvovirus
Pasteurella
Pasteurella aerogenes
Pasteurella bettyae
Pasteurella caballi
Pasteurella canis
Pasteurella dagmatis
Pasteurella multocida
Pasteurella stomatis
Patulibacter
Pectobacterium
Pediculus humanus
Pediococcus
Pediococcus acidilactici
Pediococcus pentosaceus
Pedobacter
Pedobacter heparinus
Pedobacter piscium
Penicillium
Penicillium citrinum
Penicillium commune
Penicillium decumbens
Penicillium expansum
Penicillium griseofulvum
Penicillium marneffei
Penicillium puberulum
Penicillium spinulosum
Penicillium verruculosum
Penicillium viridicatum
Peptococcus
Peptococcus niger
Peptoniphilus
Peptoniphilus asaccharolyticus
Peptoniphilus harei
Peptoniphilus ivorii
Peptoniphilus lacrimalis
Peptostreptococcus
Peptostreptococcus anaerobius
Phaeoacremonium
Phaeoacremonium parasiticum
Phaeoannellomyces
Phaeococcomyces
Phialemonium
Phialemonium dimorphosporum
Phialemonium obovatum
Phialophora
Phialophora americana
Phialophora verrucosa
Phocaeicola vulgatus
Phoma
Photobacterium
Photorhabdus
Photorhabdus asymbiotica
Photorhabdus luminescens
Photorhabdus temperata
Pichia
Pichia angusta
Pichia kudriavzevii
Picornavirus group
Piedraia
Piedraia hortae
Pithomyces
Plasmodium
Plasmodium falciparum
Plasmodium knowlesi
Plasmodium malariae
Plasmodium ovale
Plasmodium vivax
Plesiomonas
Plesiomonas shigelloides
Pleurostomophora
Pleurostomophora richardsiae
Pluralibacter
Pluralibacter gergoviae
Pluralibacter pyrinus
Pneumocystis
Pneumocystis carinii
Pneumocystis jirovecii
Polyomavirus
Porphyromonas
Porphyromonas cangingivalis
Porphyromonas canoris
Porphyromonas cansulci
Porphyromonas catoniae
Porphyromonas crevioricanis
Porphyromonas endodontalis
Porphyromonas gingivalis
Porphyromonas gingivicanis
Porphyromonas gulae
Porphyromonas levii
Porphyromonas macacae
Porphyromonas somerae
Poxviridae
Pragia
Pragia fontium
Prevotella
Prevotella bivia
Prevotella buccae
Prevotella buccalis
Prevotella corporis
Prevotella dentalis
Prevotella denticola
Prevotella disiens
Prevotella enoeca
Prevotella heparinolytica
Prevotella intermedia
Prevotella loescheii
Prevotella marshii
Prevotella melaninogenica
Prevotella multiformis
Prevotella multisaccharivorax
Prevotella nigrescens
Prevotella oralis
Prevotella oris
Prevotella oulorum
Prevotella pallens
Prevotella ruminicola
Prevotella salivae
Prevotella shahii
Prevotella veroralis
Propionibacterium
Propionibacterium australiense
Propionibacterium cyclohexanicum
Propionibacterium freudenreichii
Propionibacterium prionicus
Propioniferax
Propionimicrobium
Propionimicrobium lymphophilum
Proteus
Proteus hauseri
Proteus mirabilis
Proteus penneri
Proteus vulgaris
Prototheca
Prototheca wickerhamii
Prototheca zopfii
Protozoan
Providencia
Providencia alcalifaciens
Providencia heimbachae
Providencia rettgeri
Providencia rustigianii
Providencia stuartii
Pseudallescheria
Pseudallescheria boydii
Pseudescherichia vulneris
Pseudoclavibacter
Pseudoflavonifractor
Pseudoflavonifractor capillosus
Pseudomonas
Pseudomonas aeruginosa
Pseudomonas alcaligenes
Pseudomonas chlororaphis
Pseudomonas fluorescens
Pseudomonas luteola
Pseudomonas marginalis
Pseudomonas mendocina
Pseudomonas monteilii
Pseudomonas mosselii
Pseudomonas oryzihabitans
Pseudomonas pertucinogena
Pseudomonas pseudoalcaligenes
Pseudomonas putida
Pseudomonas stutzeri
Pseudomonas veronii
Pseudoramibacter
Pseudoramibacter alactolyticus
Pseudoxanthomonas
Pseudoxanthomonas koreensis
Pseudozyma
Psychrobacillus
Psychrobacter
Psychrobacter immobilis
Psychrobacter phenylpyruvicus
Pyrenochaeta
Rabies virus
Rahnella
Rahnella aquatilis
Ralstonia
Ralstonia insidiosa
Ralstonia mannitolilytica
Ralstonia pickettii
Raoultella
Raoultella ornithinolytica
Raoultella planticola
Raoultella terrigena
Rapid growing mycobacteria
Respirovirus
Rhabdovirus
Rhinocladiella
Rhinocladiella aquaspersa
Rhinocladiella atrovirens
Rhinosporidium
Rhizobium
Rhizobium radiobacter
Rhizobium rubi
Rhizobium vitis
Rhizomucor
Rhizomucor miehei
Rhizomucor pusillus
Rhizopus
Rhizopus arrhizus
Rhizopus microsporus
Rhizopus stolonifer
Rhodococcus
Rhodococcus erythropolis
Rhodococcus fascians
Rhodococcus globerulus
Rhodococcus gordoniae
Rhodococcus rhodochrous
Rhodotorula
Rhodotorula glutinis
Rhodotorula minuta
Rhodotorula pilimanae
Rhodotorula rubra
Rickettsia
Rickettsia akari
Rickettsia conorii
Rickettsia parkeri
Rickettsia prowazekii
Rickettsia rickettsii
Rickettsia sibirica
Rickettsia typhi
Riemerella
Riemerella anatipestifer
Rift Valley fever virus
Robinsoniella
Robinsoniella peoriensis
Roseomonas
Roseomonas cervicalis
Roseomonas gilardii
Roseomonas mucosa
Rotavirus
Rothia
Rothia aeria
Rothia dentocariosa
Rothia mucilaginosa
Rubella virus
Rubivirus
Ruminococcus
Ruminococcus gnavus
Rummeliibacillus
Rummeliibacillus pycnus
Saccharomonospora
Saccharomonospora glauca
Saccharomonospora viridis
Saccharomyces
Saccharomyces cerevisiae
Saccharopolyspora
Saccharopolyspora rectivirgula
Saksenaea
Saksenaea vasiformis
Salmonella
Salmonella bongori
Salmonella enterica
Saprochaete
Sarcina
Sarcina ventriculi
Sarcinosporon
Sarcocystis
Sarcocystis hominis
Sarcocystis lindemanni
Sarcocystis suihominis
Sarcoptes scabiei
SARS-CoV-2
Scardovia
Scardovia inopinata
Scedosporium
Scedosporium apiospermum
Scedosporium boydii
Schizophyllum
Schizophyllum commune
Schwanniomyces
Schwanniomyces polymorphus
Scolecobasidium
Scolecobasidium humicola
Scopulariopsis
Scopulariopsis brevicaulis
Scopulariopsis brumptii
Scopulariopsis candida
Scytalidium
Scytalidium hyalinum
Selenomonas
Selenomonas artemidis
Selenomonas dianae
Selenomonas flueggei
Selenomonas infelix
Selenomonas noxia
Selenomonas sputigena
Sepedonium
Serpulina
Serratia
Serratia entomophila
Serratia ficaria
Serratia fonticola
Serratia grimesii
Serratia liquefaciens
Serratia marcescens
Serratia odorifera
Serratia plymuthica
Serratia proteamaculans
Serratia quinivorans
Serratia rubidaea
Serratia ureilytica
Shewanella
Shewanella algae
Shewanella putrefaciens
Shigella
Shigella boydii
Shigella dysenteriae
Shigella flexneri
Shigella sonnei
Simian Virus 40
Simonsiella
Simonsiella muelleri
Slackia
Slackia exigua
Slackia heliotrinireducens
Small-colony-forming beta-hemolytic group A streptococci
Small-colony-forming beta-hemolytic group C streptococci
Small-colony-forming beta-hemolytic group G streptococci
Sneathia
Sneathia sanguinegens
Solibacillus
Solibacillus silvestris
Solobacterium
Solobacterium moorei
Sphingobacterium
Sphingobacterium faecium
Sphingobacterium multivorum
Sphingobacterium spiritivorum
Sphingobacterium thalpophilum
Sphingomonas
Sphingomonas parapaucimobilis
Sphingomonas paucimobilis
Spirillum
Sporobolomyces
Sporobolomyces roseus
Sporobolomyces salmonicolor
Sporolactobacillus
Sporolactobacillus laevolacticus
Sporopachydermia
Sporosarcina
Sporothrix
Sporotrichum
Sporotrichum pruinosum
St Louis encephalitis virus
Stachybotrys
Stachybotrys chartarum
Staphylococcus
Staphylococcus arlettae
Staphylococcus aureus
Staphylococcus auricularis
Staphylococcus capitis
Staphylococcus capitis capitis
Staphylococcus capitis urealyticus
Staphylococcus caprae
Staphylococcus carnosus
Staphylococcus carnosus carnosus
Staphylococcus carnosus utilis
Staphylococcus chromogenes
Staphylococcus cohnii
Staphylococcus cohnii cohnii
Staphylococcus cohnii urealyticus
Staphylococcus condimenti
Staphylococcus delphini
Staphylococcus epidermidis
Staphylococcus equorum
Staphylococcus equorum equorum
Staphylococcus equorum linens
Staphylococcus felis
Staphylococcus gallinarum
Staphylococcus haemolyticus
Staphylococcus hominis
Staphylococcus hominis hominis
Staphylococcus hominis novobiosepticus
Staphylococcus hyicus
Staphylococcus intermedius
Staphylococcus kloosii
Staphylococcus lugdunensis
Staphylococcus lutrae
Staphylococcus muscae
Staphylococcus nepalensis
Staphylococcus pasteuri
Staphylococcus pettenkoferi
Staphylococcus piscifermentans
Staphylococcus pseudintermedius
Staphylococcus saccharolyticus
Staphylococcus saprophyticus
Staphylococcus saprophyticus bovis
Staphylococcus saprophyticus saprophyticus
Staphylococcus schleiferi
Staphylococcus schleiferi coagulans
Staphylococcus schleiferi schleiferi
Staphylococcus simulans
Staphylococcus succinus
Staphylococcus succinus casei
Staphylococcus succinus succinus
Staphylococcus warneri
Staphylococcus xylosus
"Staphylococcus, coagulase negative"
"Staphylococcus, coagulase positive"
Stemphylium
Stenotrophomonas
Stenotrophomonas maltophilia
Stephanoascus
Streptobacillus
Streptobacillus moniliformis
Streptococcus
Streptococcus acidominimus
Streptococcus agalactiae (group B streptococci)
Streptococcus alactolyticus
Streptococcus anginosus
Streptococcus anginosus group
Streptococcus anginosus-constellatus
Streptococcus australis
Streptococcus bovis group
Streptococcus canis
Streptococcus constellatus
Streptococcus constellatus constellatus
Streptococcus constellatus pharyngis
Streptococcus criceti
Streptococcus cristatus
Streptococcus dentisani
Streptococcus downei
Streptococcus dysgalactiae
Streptococcus dysgalactiae dysgalactiae
Streptococcus dysgalactiae equisimilis
Streptococcus entericus
Streptococcus equi
Streptococcus equi equi
Streptococcus equi zooepidemicus
Streptococcus equinus
Streptococcus ferus
Streptococcus gallolyticus
Streptococcus gallolyticus gallolyticus
Streptococcus gallolyticus macedonicus
Streptococcus gallolyticus pasteurianus
Streptococcus gordonii
Streptococcus hyovaginalis
Streptococcus infantarius
Streptococcus infantarius infantarius
Streptococcus infantis
Streptococcus iniae
Streptococcus intermedius
Streptococcus lutetiensis
Streptococcus macacae
Streptococcus mitis
Streptococcus mitis group
Streptococcus mutans
Streptococcus mutans group
Streptococcus oligofermentans
Streptococcus oralis
Streptococcus ovis
Streptococcus parasanguinis
Streptococcus parauberis
Streptococcus peroris
Streptococcus pluranimalium
Streptococcus pneumoniae
Streptococcus porcinus
Streptococcus pseudopneumoniae
Streptococcus pseudoporcinus
Streptococcus pyogenes (group A streptococci)
Streptococcus ratti
Streptococcus salivarius
Streptococcus salivarius group
Streptococcus salivarius salivarius
Streptococcus salivarius thermophilus
Streptococcus sanguinis
Streptococcus sanguinis group
Streptococcus sinensis
Streptococcus sobrinus
Streptococcus suis
Streptococcus tigurinus
Streptococcus uberis
Streptococcus vestibularis
"Streptococcus, group C"
"Streptococcus, group D"
"Streptococcus, group F"
"Streptococcus, group G"
Streptomyces
Streptomyces albus
Streptomyces bikiniensis
Streptomyces candidus
Streptomyces clavuligerus
Streptomyces filamentosus
Streptomyces griseus
Streptomyces lincolnensis
Streptomyces somaliensis
Streptomyces spectabilis
Streptomyces thermovulgaris
Streptomyces venezuelae
Strongyloides
Succinivibrio
Succinivibrio dextrinosolvens
Sutterella
Sutterella wadsworthensis
Suttonella
Suttonella indologenes
Syncephalastrum
Syncephalastrum racemosum
Taenia
Talaromyces
Talaromyces ruber
Tanapox virus
Tannerella
Tannerella forsythia
Tatumella
Tatumella ptyseos
Tetragenococcus
Tetragenococcus halophilus
Tetragenococcus solitarius
Thermoactinomyces
Tick-borne encephalitis virus
Tissierella
Tissierella praeacuta
Togavirus
Toxocara
Toxoplasma
Toxoplasma gondii
Trabulsiella
Trabulsiella guamensis
Treponema
Treponema carateum
Treponema pallidum
Trichinella
Trichoderma
Trichoderma viride
Trichomonas
Trichophyton
Trichosporon
Trichosporon asahii
Trichosporon beigelii
Trichosporon loubieri
Trichosporon ovoides
Trichostrongylus
Trichothecium
Trichuris
Tropheryma
Tropheryma whipplei
Trueperella
Trueperella bernardiae
Trueperella pyogenes
Trypanosoma
Trypanosoma brucei
Trypanosoma brucei rhodesiense
Trypanosoma cruzi
Trypanosoma rangeli
Tsukamurella
Tsukamurella inchonensis
Tsukamurella paurometabola
Tsukamurella pulmonis
Tsukamurella strandjordii
Tsukamurella tyrosinosolvens
Turicella
Turicibacter
Turicibacter sanguinis
Ulocladium
Ureaplasma
Ureaplasma parvum
Ureaplasma urealyticum
Ustilago
Vaccinia virus
Vagococcus
Vagococcus fluvialis
Vancomycin resistant Enterococcus
Vancomycin resistant Enterococcus faecalis
Vancomycin resistant Enterococcus faecium
Varicellovirus
Variola virus
Veillonella
Veillonella atypica
Veillonella caviae
Veillonella criceti
Veillonella dispar
Veillonella montpellierensis
Veillonella parvula
Veillonella ratti
Veillonella rodentium
Venezuelan equine encephalomyelitis virus
Verticillium
Vibrio
Vibrio alginolyticus
Vibrio cholerae
Vibrio cincinnatiensis
Vibrio fluvialis
Vibrio furnissii
Vibrio harveyi
Vibrio metschnikovii
Vibrio mimicus
Vibrio parahaemolyticus
Vibrio vulnificus
Virgibacillus
Virgibacillus pantothenticus
Viridans group streptococci
Virus
Wangiella
Wautersia
Weeksella
Weeksella virosa
Weissella
Weissella confusa
West Nile virus
Western equine encephalomyelitis virus
Wolinella
Wolinella succinogenes
Xanthomonas
Xenorhabdus
Xenorhabdus nematophila
Xenotropic murine leukemia virus-related virus
Yeast
Yellow fever virus
Yersinia
Yersinia aldovae
Yersinia aleksiciae
Yersinia bercovieri
Yersinia enterocolitica
Yersinia frederiksenii
Yersinia intermedia
Yersinia kristensenii
Yersinia mollaretii
Yersinia pestis
Yersinia pseudotuberculosis
Yersinia rohdei
Yersinia ruckeri
Yokenella
Yokenella regensburgei
Zika virus
