"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_name"
"ENSG00000129347",-0.196715215594621,3.20514834392804,-1.35281120458513,0.179819412583641,0.693559534319159,-5.02428644362576,"KRI1"
"ENSG00000134758",0.18137242531639,5.55998863643186,1.35253380963852,0.179907716154279,0.693559534319159,-5.17648506345494,"RNF138"
"ENSG00000171408",-0.280758472807038,0.64988968462344,-1.35233450124587,0.17997118256466,0.693559534319159,-4.62367585773718,"PDE7B"
"ENSG00000246922",-0.196364942042746,2.12989325351358,-1.35216797986545,0.180024221490713,0.693559534319159,-4.86037371037074,"UBAP1L"
"ENSG00000131378",-0.262015872659894,5.65481736070146,-1.35201234398215,0.180073803955823,0.693559534319159,-5.1756132112543,"RFTN1"
"ENSG00000120669",-0.324465843229039,0.864124064207981,-1.35200551423356,0.18007598001312,0.693559534319159,-4.66327868520495,"SOHLH2"
"ENSG00000124067",-0.17591248140372,4.4738149545732,-1.35199672630444,0.180078780004505,0.693559534319159,-5.15368073652232,"SLC12A4"
"ENSG00000184154",-0.143705890554694,6.55684204026635,-1.35196575441119,0.180088648466228,0.693559534319159,-5.13870558807515,"LRTOMT"
"ENSG00000145439",-0.129555294577878,5.05595586169346,-1.35187568344484,0.180117349775928,0.693559534319159,-5.17607330753028,"CBR4"
"ENSG00000249751",-0.850441157157048,-2.77019618764253,-1.35187046313791,0.180119013344203,0.693559534319159,-4.4851983208949,"ECSCR"
"ENSG00000103249",-0.191539310152987,5.18097239406676,-1.35183476562576,0.180130389471282,0.693559534319159,-5.17901565833,"CLCN7"
"ENSG00000120063",0.192636227038743,6.89010289301145,1.35181339971231,0.180137198646905,0.693559534319159,-5.11478444628211,"GNA13"
"ENSG00000176641",0.185551945075066,4.75643181582855,1.35173790536309,0.180161259757511,0.693559534319159,-5.16660356531905,"RNF152"
"ENSG00000198945",0.208426439256086,4.43185607173387,1.35152044713787,0.180230580340351,0.693559534319159,-5.1520745000053,"L3MBTL3"
"ENSG00000254995",0.234232323542606,5.73668466834009,1.3515099268708,0.180233934466428,0.693559534319159,-5.17386855214549,"STX16-NPEPL1"
