gene_id,gene_name,chr,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000155093,PTPRN2,7,-0.052523961,1.732404604,-0.320314944,0.749275669,0.938524918,-5.558136018
ENSG00000155096,AZIN1,8,0.284290507,7.222291648,2.728565821,0.007297866,0.158190505,-2.596940678
ENSG00000155097,ATP6V1C1,8,0.549558826,6.943547775,2.736503449,0.007134171,0.157017449,-2.587754002
ENSG00000155099,PIP4P2,8,-0.013747917,6.801770262,-0.10002844,0.920485369,0.982654717,-6.043080318
ENSG00000155100,OTUD6B,8,0.128775342,2.135828798,0.679723515,0.497962812,0.848170352,-5.465062303
ENSG00000155111,CDK19,6,-0.049389342,5.159292242,-0.443423089,0.658242397,0.910085195,-5.982509358
ENSG00000155115,GTF3C6,6,0.367715701,3.545745165,2.724359197,0.007385993,0.158479718,-2.560712324
ENSG00000155158,TTC39B,9,-0.035976828,3.265029093,-0.399891106,0.689933594,0.919234008,-5.824141222
ENSG00000155189,AGPAT5,8,-0.25536324,3.581777882,-1.385723085,0.168350708,0.60598331,-5.04260499
ENSG00000155229,MMS19,10,0.011277349,5.028208661,0.109757584,0.912781347,0.980465667,-6.064378564
ENSG00000155249,OR4K1,14,0.387305953,-2.105323832,0.984588067,0.326768349,0.747028121,-4.733903562
ENSG00000155252,PI4K2A,10,-0.284768783,1.5785221,-1.721468579,0.087691776,0.465970994,-4.326109924
ENSG00000155254,MARVELD1,10,-0.097634185,2.076358031,-0.379750467,0.704788625,0.924394243,-5.601669116
ENSG00000155256,ZFYVE27,10,-0.219025807,5.716441048,-2.364785165,0.019612732,0.24466933,-3.46945777
ENSG00000155265,GOLGA7B,10,-0.351161551,0.129901137,-2.304194087,0.022897079,0.263615042,-3.322283541
ENSG00000155269,GPR78,4,0.088247088,1.104306365,0.264005431,0.792219636,0.950477134,-5.4339094
ENSG00000155275,TRMT44,4,-0.085495585,4.9989356,-1.24084108,0.21703706,0.660790399,-5.33740633
ENSG00000155287,SLC25A28,10,0.287436106,6.099867356,1.968760309,0.051240026,0.374239054,-4.252285063
ENSG00000155304,HSPA13,21,0.252857658,3.015056116,1.619322116,0.107951311,0.509865764,-4.652780763
ENSG00000155307,SAMSN1,21,0.646552648,8.159732334,2.668366636,0.008654644,0.169198119,-2.710549371
ENSG00000155313,USP25,21,-0.111653757,6.853673152,-0.880114642,0.380521649,0.784906084,-5.681082529
ENSG00000155324,GRAMD2B,5,0.181342258,4.756514907,1.424827668,0.156751376,0.59163177,-5.090825193
ENSG00000155329,ZCCHC10,5,0.146223163,5.056907467,1.20408914,0.23087803,0.674413866,-5.376510752
ENSG00000155330,C16orf87,16,0.066309975,2.719189045,0.79558863,0.427811076,0.81342141,-5.511771955
ENSG00000155363,MOV10,1,-0.221547684,6.459512306,-2.432326313,0.016448856,0.227165008,-3.309648539
ENSG00000155366,RHOC,1,0.222968021,3.184767325,1.244144876,0.215823079,0.660156489,-5.152358993
ENSG00000155367,PPM1J,1,-0.20968585,-0.895854813,-0.671458718,0.503193393,0.850816355,-5.008446242
ENSG00000155368,DBI,2,0.208445577,4.165632383,1.42601997,0.156407597,0.590923226,-5.037069639
ENSG00000155380,SLC16A1,1,0.122920647,2.764747082,0.551764466,0.58211553,0.884353176,-5.688243274
ENSG00000155393,HEATR3,16,0.071395574,4.15761364,0.578443102,0.564027621,0.877136039,-5.849987309
ENSG00000155428,TRIM74,7,-0.731920312,-1.924956863,-1.856202462,0.06582907,0.411640862,-4.028043978
ENSG00000155438,NIFK,2,0.037617436,4.034609545,0.238958342,0.811537454,0.957133707,-5.96621309
ENSG00000155463,OXA1L,14,-0.073501632,5.652081168,-0.847233323,0.398518348,0.796592298,-5.739148353
ENSG00000155465,SLC7A7,14,-0.308190481,6.334013943,-2.021588857,0.045399226,0.359162672,-4.15116111
ENSG00000155506,LARP1,5,-0.122973695,6.129889748,-1.110276759,0.269055804,0.708094383,-5.488107252
ENSG00000155508,CNOT8,5,0.052201295,6.677257539,0.554931941,0.57995372,0.884353176,-5.90788676
ENSG00000155511,GRIA1,5,0.299151965,6.039001485,1.900266322,0.059749978,0.397018321,-4.375936192
ENSG00000155530,LRGUK,7,-0.076247081,-0.085546053,-0.277496027,0.781867312,0.945909475,-5.265541692
ENSG00000155542,SETD9,5,-0.120963204,2.502359696,-0.660504796,0.510170875,0.853450365,-5.55021769
ENSG00000155545,MIER3,5,-0.065199387,3.754175291,-0.35288388,0.724782353,0.930190568,-5.897085076
ENSG00000155561,NUP205,7,-0.092989308,3.464966789,-0.734304158,0.464167505,0.832164486,-5.672132555
ENSG00000155592,ZKSCAN2,16,0.024976435,0.028204665,0.202407361,0.839934264,0.963985758,-5.275085691
ENSG00000155621,C9orf85,9,0.085739571,3.911756717,1.009248199,0.314846232,0.738396082,-5.498006731
ENSG00000155622,XAGE2,X,0.386595543,-2.682650704,0.929638104,0.354387956,0.767756909,-4.788733777
ENSG00000155629,PIK3AP1,10,0.155374134,8.162334226,1.037089827,0.301738118,0.732761693,-5.465930984
ENSG00000155636,RBM45,2,0.174117434,3.699149639,0.913422866,0.362815596,0.774672335,-5.553919261
ENSG00000155657,TTN,2,0.253140457,4.540337995,2.48928458,0.014142419,0.211830862,-3.165422942
ENSG00000155659,VSIG4,X,0.244690546,5.331911636,1.551957834,0.123253706,0.541132121,-4.934516614
ENSG00000155660,PDIA4,7,0.176227822,3.289063101,1.140852551,0.256158145,0.698035623,-5.293737751
ENSG00000155666,KDM8,16,-0.165437357,3.159101828,-0.96842575,0.334741132,0.7545821,-5.421744871
ENSG00000155714,PDZD9,16,-0.044064324,3.245502628,-0.472555259,0.637371861,0.901845131,-5.791656157
ENSG00000155719,OTOA,16,0.021627476,3.051388875,0.205611689,0.83743576,0.963454378,-5.856562969
ENSG00000155729,KCTD18,2,-0.036550661,5.903167432,-0.409616337,0.682803245,0.917652416,-5.999353913
ENSG00000155744,FAM126B,2,-0.180791668,8.005763104,-1.304177351,0.194619861,0.635936073,-5.181556093
ENSG00000155749,FLACC1,2,-0.01115445,6.600269735,-0.134387593,0.893316779,0.976183164,-6.048964267
ENSG00000155754,C2CD6,2,-0.364769276,-0.308483972,-0.976154759,0.330912749,0.750101593,-4.889357625
ENSG00000155755,TMEM237,2,-0.163549131,1.434368093,-0.721622865,0.471902371,0.835629147,-5.335439465
ENSG00000155761,SPAG17,1,-0.616011409,0.609387299,-1.377245644,0.170949263,0.609598364,-4.627355701
ENSG00000155792,DEPTOR,8,-0.162195137,-0.704074839,-0.473398165,0.636772204,0.901672347,-5.10734842
ENSG00000155816,FMN2,1,-0.048124658,0.075526407,-0.173560731,0.862497352,0.96931209,-5.308158859
ENSG00000155827,RNF20,9,0.046919593,4.490776773,0.510743908,0.610450176,0.893334597,-5.912991071
ENSG00000155833,CYLC2,9,0.297451688,-0.294948744,0.918203904,0.360317614,0.772833806,-4.928929076
ENSG00000155846,PPARGC1B,5,0.034882556,3.097256814,0.306274395,0.759915991,0.940682411,-5.822315264
ENSG00000155849,ELMO1,7,-0.243212101,7.499975404,-2.725545042,0.007361053,0.158220105,-2.597091638
ENSG00000155850,SLC26A2,5,0.227867218,2.707263493,2.135451398,0.034716186,0.319090888,-3.742517182
ENSG00000155858,LSM11,5,-0.14257353,0.72284492,-1.403095156,0.163119644,0.600424357,-4.623733967
ENSG00000155868,MED7,5,0.210185839,3.690610227,1.68538592,0.094461516,0.482545347,-4.632294147
ENSG00000155875,SAXO1,9,-0.138460487,0.966392567,-0.683683765,0.495466889,0.846580182,-5.283093199
ENSG00000155876,RRAGA,9,0.206439498,5.546354305,1.889599536,0.061176586,0.399727682,-4.398274762
ENSG00000155886,SLC24A2,9,-0.289338808,0.998294768,-1.867881149,0.064169635,0.408947735,-4.041288089
ENSG00000155893,PXYLP1,3,-0.280682947,5.625591136,-2.136616457,0.034619201,0.318816264,-3.940801269
ENSG00000155897,ADCY8,8,0.105922864,-1.25869994,0.310406775,0.756779475,0.940033195,-5.082787262
ENSG00000155903,RASA2,3,0.199826371,7.306041131,1.280821027,0.202677686,0.645825903,-5.248111327
ENSG00000155906,RMND1,6,0.117498777,4.642943056,1.462226467,0.146241534,0.577391107,-5.036673721
ENSG00000155918,RAET1L,6,-0.452500149,-1.850127339,-1.079446073,0.282511038,0.719667952,-4.7123199
ENSG00000155926,SLA,8,0.116775897,10.33224557,0.876650719,0.382393372,0.785669327,-5.479919272
ENSG00000155957,TMBIM4,12,0.012619052,9.016253999,0.10536523,0.91625845,0.981993905,-5.913742071
ENSG00000155959,VBP1,X,0.344319028,4.524874426,1.938529309,0.054860367,0.383000064,-4.271693577
ENSG00000155961,RAB39B,X,-0.571297827,0.995805546,-2.586357615,0.010869915,0.185324139,-2.770870306
ENSG00000155962,CLIC2,X,0.024114685,4.931401045,0.200860679,0.841140841,0.964021266,-6.050560474
ENSG00000155966,AFF2,X,-0.236643656,5.626745886,-1.496673932,0.137051845,0.563370562,-5.021337167
ENSG00000155970,MICU3,8,-0.356915472,1.917855488,-1.065908865,0.288562505,0.723783746,-5.17003797
ENSG00000155974,GRIP1,12,-0.060282285,3.834304751,-0.383013589,0.702373927,0.923538632,-5.921786445
ENSG00000155975,VPS37A,8,0.227154571,6.254104811,2.166885765,0.032180271,0.308535667,-3.872005274
ENSG00000155980,KIF5A,12,0.328189283,-0.855885151,0.952845998,0.342545651,0.761034235,-4.868938658
ENSG00000156009,MAGEA8,X,-0.05142705,-1.484664374,-0.153532018,0.878231535,0.972403,-5.151862182
ENSG00000156011,PSD3,8,0.097120814,3.971287944,0.723029403,0.471040932,0.835109188,-5.735252161
ENSG00000156017,CARNMT1,9,-0.166960624,3.125280187,-0.915388987,0.361787017,0.774191315,-5.478091634
ENSG00000156026,MCU,10,0.208957728,5.693740722,1.650739116,0.101355032,0.496571606,-4.792442757
ENSG00000156030,ELMSAN1,14,-0.373165782,4.926092957,-2.796263628,0.006004996,0.14853868,-2.452453916
ENSG00000156042,CFAP70,10,-0.125984604,2.312307714,-1.0459554,0.297642426,0.730640353,-5.239442804
ENSG00000156049,GNA14,9,0.162117381,-0.230195345,0.473725523,0.636539381,0.901672347,-5.146252036
ENSG00000156050,FAM161B,14,0.044283484,2.114840511,0.532442314,0.59538475,0.88799705,-5.56771236
ENSG00000156052,GNAQ,9,0.315513026,7.390064967,2.234542637,0.027261714,0.288191836,-3.695557718
ENSG00000156076,WIF1,12,-0.497418341,-1.649885156,-1.111519694,0.268522856,0.707706562,-4.695343305
ENSG00000156096,UGT2B4,4,-0.039909677,-1.038364487,-0.090544611,0.928002423,0.983624728,-5.133953148
ENSG00000156097,GPR61,1,0.209119486,0.780437298,0.903836772,0.36785708,0.776909127,-5.103994158
ENSG00000156103,MMP16,8,-0.338985858,-1.19038994,-0.732367777,0.465343946,0.833113239,-4.932984536
ENSG00000156110,ADK,10,0.033190309,4.57326755,0.24152384,0.809553222,0.956517306,-6.013587148
ENSG00000156113,KCNMA1,10,0.779743342,4.525877912,2.307788301,0.022689541,0.26252549,-3.553776642
ENSG00000156127,BATF,14,0.278868674,4.468707084,1.644654573,0.102606522,0.497748654,-4.764382863
ENSG00000156136,DCK,4,0.038969188,4.997028622,0.282062835,0.778371608,0.944888068,-6.034769206
ENSG00000156140,ADAMTS3,4,1.144015712,1.69573934,3.20034363,0.001748517,0.084774149,-1.327839104
ENSG00000156150,ALX3,1,0.11355205,0.815747605,0.539913401,0.590237525,0.88581916,-5.294875007
ENSG00000156162,DPY19L4,8,0.559419452,5.943699136,2.926473354,0.004087767,0.122793581,-2.125760971
ENSG00000156170,NDUFAF6,8,0.006951609,5.172260618,0.10055043,0.920071833,0.982654717,-6.069472905
ENSG00000156171,DRAM2,1,0.278520255,6.706861789,1.849220141,0.066838188,0.414862398,-4.446530223
ENSG00000156172,C8orf37,8,0.125975907,0.837901529,1.094112465,0.276053733,0.714122821,-4.947460142
ENSG00000156194,PPEF2,4,0.173263435,10.16183015,0.826929124,0.409886116,0.803916411,-5.532527593
ENSG00000156206,CFAP161,15,-0.116911418,1.125877195,-0.513513883,0.608517439,0.892458277,-5.42137403
ENSG00000156218,ADAMTSL3,15,0.060976337,5.241406967,0.592615511,0.554531559,0.87241503,-5.90896131
ENSG00000156219,ART3,4,0.01015867,2.300355842,0.060256056,0.952049956,0.989553334,-5.750977887
ENSG00000156222,SLC28A1,15,0.256895108,-0.990662376,0.747505505,0.45619189,0.828887913,-4.971279313
ENSG00000156232,WHAMM,15,0.101896594,5.244211097,0.689280005,0.491951453,0.844963221,-5.84857175
ENSG00000156234,CXCL13,4,0.10424022,-1.750422792,0.260418381,0.794978579,0.951672113,-5.053241124
ENSG00000156239,N6AMT1,21,-0.021639794,3.629763023,-0.352248252,0.725257752,0.930345315,-5.896073045
ENSG00000156253,RWDD2B,21,0.10211383,2.209576782,0.685714921,0.494189393,0.846430769,-5.504156911
ENSG00000156256,USP16,21,0.029753021,4.676034634,0.342975589,0.732205055,0.932487624,-5.992097087
ENSG00000156261,CCT8,21,0.18227684,5.430956522,1.440564669,0.152260364,0.584397055,-5.093427268
ENSG00000156265,MAP3K7CL,21,-0.073286,5.324197241,-0.619675383,0.536623159,0.865831932,-5.893807115
ENSG00000156269,NAA11,4,-0.324718573,2.308252452,-2.204583742,0.029352305,0.296169439,-3.589085225
ENSG00000156273,BACH1,21,-0.03210117,8.574606406,-0.298599711,0.765751731,0.941809671,-5.903633592
ENSG00000156298,TSPAN7,X,-0.084592065,1.467817887,-0.327166061,0.744101043,0.935756876,-5.591242005
ENSG00000156299,TIAM1,21,-0.399803737,2.97698706,-2.003160337,0.047368725,0.365698715,-4.014079006
ENSG00000156304,SCAF4,21,-0.051768327,4.739374295,-0.531475279,0.596052504,0.888054847,-5.920049664
ENSG00000156313,RPGR,X,-0.397879681,5.527125782,-2.07811213,0.039788596,0.34023378,-4.054443989
ENSG00000156345,CDK20,9,-0.181349425,-0.523035793,-0.723411233,0.470807231,0.835109188,-5.02170573
ENSG00000156374,PCGF6,10,0.105125884,2.679154386,0.507427522,0.612767788,0.894316114,-5.687620389
ENSG00000156381,ANKRD9,14,0.177788765,3.767806311,0.756307104,0.450918022,0.826325817,-5.718457236
ENSG00000156384,SFR1,10,0.037244207,2.762328669,0.263777397,0.792394948,0.95057886,-5.773149844
ENSG00000156395,SORCS3,10,-0.000451899,-0.642290327,-0.001108679,0.999117207,0.999443929,-5.180055617
ENSG00000156398,SFXN2,10,-0.153756126,3.719827417,-2.028459124,0.044683078,0.356998232,-4.05681493
ENSG00000156411,ATP5MPL,14,0.016278923,6.262522795,0.212096481,0.832384487,0.961625373,-6.050657701
ENSG00000156413,FUT6,19,0.206626027,0.771552348,0.813796698,0.417341463,0.808090012,-5.158191599
ENSG00000156414,TDRD9,14,0.715190998,5.889403891,3.033213838,0.002954866,0.107157437,-1.842307174
ENSG00000156427,FGF18,5,-0.157638862,-1.334903445,-0.495117776,0.621404479,0.89748645,-5.027720217
ENSG00000156453,PCDH1,5,-0.188901551,1.005845882,-0.753236555,0.452753898,0.828168731,-5.28066679
ENSG00000156463,SH3RF2,5,-0.264991252,0.386034338,-0.731619835,0.465798804,0.833300427,-5.144853852
ENSG00000156467,UQCRB,8,0.000145098,4.750039352,0.001297113,0.998967165,0.999402777,-6.054871379
ENSG00000156469,MTERF3,8,-0.068591491,3.251198163,-0.298954998,0.765481275,0.941809671,-5.849395711
ENSG00000156471,PTDSS1,8,0.016322331,5.054117874,0.158132572,0.874612879,0.971850233,-6.056439576
ENSG00000156475,PPP2R2B,5,-0.029020122,4.008099925,-0.167423023,0.867313458,0.970295697,-5.979883673
ENSG00000156482,RPL30,8,-0.029917695,7.801983315,-0.221633547,0.82496844,0.960458913,-5.975126886
ENSG00000156500,FAM122C,X,-0.024409335,4.601453679,-0.333602805,0.73925002,0.934670219,-5.995223026
ENSG00000156502,SUPV3L1,10,-0.172445932,3.620437151,-1.460427304,0.146734315,0.577918677,-4.948856166
ENSG00000156504,FAM122B,X,0.075939322,4.201823541,0.549783753,0.583469306,0.884797869,-5.871762441
ENSG00000156508,EEF1A1,6,0.00944042,10.0850904,0.066234202,0.947299411,0.987580515,-5.855322922
ENSG00000156509,FBXO43,8,0.172118947,-0.626995688,0.677758269,0.499203907,0.848998195,-5.039507505
ENSG00000156510,HKDC1,10,-0.261141887,0.057714448,-0.740426597,0.460458889,0.830117506,-5.079456862
ENSG00000156515,HK1,10,-0.037854925,5.737303457,-0.299993512,0.764690889,0.941727904,-6.035081138
ENSG00000156521,TYSND1,10,-0.306630928,2.274485714,-2.432885035,0.016424695,0.227002149,-3.122316103
ENSG00000156531,PHF6,X,0.096946531,4.021496254,1.143900158,0.25489682,0.696805479,-5.377601981
ENSG00000156535,CD109,6,-0.143288453,0.652576814,-0.804943551,0.422412794,0.810216786,-5.145991528
ENSG00000156564,LRFN2,6,-0.049511578,-1.615995801,-0.133228245,0.894231624,0.976183164,-5.05976308
ENSG00000156574,NODAL,10,-0.364814691,1.378472461,-1.835835516,0.068808653,0.421252175,-4.128656931
ENSG00000156575,PRG3,11,0.903093871,-1.47736183,1.917033327,0.057564026,0.390728602,-3.948516935
ENSG00000156587,UBE2L6,11,-0.541613374,5.93480548,-2.213893271,0.028688194,0.293502288,-3.784226806
ENSG00000156599,ZDHHC5,11,0.052539477,5.249938594,0.619108718,0.536995141,0.865894606,-5.894626895
ENSG00000156603,MED19,11,0.093059307,2.835961802,0.978008141,0.329998999,0.749125347,-5.370650869
ENSG00000156639,ZFAND3,6,-0.097176294,7.618235326,-1.295615141,0.197545712,0.639350025,-5.213665628
ENSG00000156642,NPTN,15,0.214077571,7.43483174,1.779394767,0.077656447,0.445130054,-4.530569105
ENSG00000156650,KAT6B,10,-0.072532828,5.04706992,-1.33552149,0.184183481,0.626302731,-5.224456385
ENSG00000156671,SAMD8,10,0.12414003,4.791322529,1.088028874,0.278719738,0.716473679,-5.497476838
ENSG00000156675,RAB11FIP1,8,-0.442706549,6.391478692,-3.877255471,0.00017132,0.030784555,0.68307878
ENSG00000156687,UNC5D,8,0.155363859,-1.228467901,0.544567434,0.587041638,0.885012498,-5.027135174
ENSG00000156689,GLYATL2,11,-0.073010076,0.059189188,-0.21592421,0.829406181,0.961064585,-5.277764288
ENSG00000156697,UTP14A,X,0.022488388,2.417798416,0.240645611,0.810232332,0.956703823,-5.734998325
ENSG00000156709,AIFM1,X,0.075064897,3.120608659,0.738532088,0.461604676,0.830318014,-5.621260824
ENSG00000156711,MAPK13,6,-0.373245118,5.820591921,-2.502354277,0.013655776,0.207138943,-3.164301842
ENSG00000156735,BAG4,8,0.201327158,4.245465378,1.882879244,0.062089959,0.40282754,-4.360409359
ENSG00000156738,MS4A1,11,-0.419565158,4.567212488,-1.443423791,0.151455178,0.583058998,-5.039278901
ENSG00000156787,TBC1D31,8,0.068699332,4.804914804,0.541283159,0.589296081,0.885257973,-5.919816606
ENSG00000156795,WDYHV1,8,0.01816509,3.972351823,0.220713962,0.825682835,0.960458913,-5.963267122
ENSG00000156802,ATAD2,8,-0.01096147,3.462486487,-0.071437214,0.943166365,0.986377175,-5.935332475
ENSG00000156804,FBXO32,8,-0.351813981,3.02581532,-2.255403205,0.025883948,0.280279636,-3.544445045
ENSG00000156831,NSMCE2,8,0.096656309,5.614669264,1.149622529,0.252540306,0.694245887,-5.451767036
ENSG00000156853,ZNF689,16,-0.277193827,1.64446303,-1.375819079,0.171389516,0.609864904,-4.777665361
ENSG00000156858,PRR14,16,-0.189000981,5.187563152,-1.836013374,0.068782156,0.421230459,-4.488406412
ENSG00000156860,FBRS,16,-0.358921025,6.102302775,-3.458665353,0.000747506,0.059136718,-0.633664641
ENSG00000156869,FRRS1,1,-0.00250841,3.720984252,-0.016529716,0.986838705,0.996052199,-5.968164103
ENSG00000156873,PHKG2,16,-0.106409838,4.453749904,-1.26889469,0.206885911,0.650536922,-5.273915814
ENSG00000156875,MFSD14A,1,0.235902672,5.36284659,1.774722153,0.078429202,0.447185327,-4.591938621
ENSG00000156876,SASS6,1,0.059161949,1.645043001,0.376274475,0.707364161,0.925663327,-5.530625982
ENSG00000156885,COX6A2,16,0.434957745,-2.897474516,0.95371086,0.342109343,0.761007743,-4.747985775
ENSG00000156886,ITGAD,16,-0.25466422,3.097410704,-1.644895285,0.102556776,0.497748654,-4.630660102
ENSG00000156925,ZIC3,X,-0.089469767,0.921458138,-0.304518591,0.761249878,0.940874092,-5.433577852
ENSG00000156928,MALSU1,7,0.055559287,4.420627774,0.629151737,0.53042199,0.861689255,-5.846683496
ENSG00000156931,VPS8,3,-0.000983751,9.46916853,-0.006697145,0.994667392,0.997820579,-5.888166236
ENSG00000156958,GALK2,15,-0.075011496,5.207793517,-0.860276581,0.391318213,0.792480909,-5.722496702
ENSG00000156959,LHFPL4,3,-0.092615872,0.396312803,-0.282458162,0.778069213,0.944677009,-5.344348341
ENSG00000156966,B3GNT7,2,0.039584164,2.00822689,0.309424849,0.757524401,0.940057149,-5.635492143
ENSG00000156968,MPV17L,16,-0.014971458,4.473025982,-0.167099815,0.867567211,0.970324723,-6.024378025
ENSG00000156970,BUB1B,15,0.174535325,2.047968188,0.921771062,0.358460992,0.771287524,-5.331137894
ENSG00000156973,PDE6D,2,0.153892624,4.308158578,1.491285907,0.138458727,0.564535877,-4.974235532
ENSG00000156976,EIF4A2,3,-0.147442886,6.045675949,-1.270830426,0.206198553,0.649711287,-5.311425996
ENSG00000156983,BRPF1,3,-0.100603801,3.362906884,-0.928052412,0.355206533,0.768152633,-5.500249577
ENSG00000156990,RPUSD3,3,0.079929434,4.589833078,1.239072665,0.217688904,0.661195277,-5.321050203
ENSG00000157005,SST,3,0.360809443,-2.050033476,0.770414804,0.442538081,0.81991273,-4.872312369
ENSG00000157014,TATDN2,3,-0.005034529,4.713703852,-0.044751719,0.964378123,0.990536241,-6.053857981
ENSG00000157017,GHRL,3,0.028425096,5.785688189,0.201538322,0.84061216,0.963985758,-6.060871161
ENSG00000157020,SEC13,3,0.085308276,6.112626432,0.877896274,0.381719682,0.785669327,-5.707571807
