geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0016192	vesicle-mediated transport	http://amigo.geneontology.org/amigo/term/GO:0016192	1893	366	182.33033476836087	2.007345626085642	0	0	60;163;178;221;226;240;301;306;317;334;351;373;375;378;381;383;387;388;391;427;535;566;634;671;673;683;801;829;830;928;932;960;965;966;967;978;998;1053;1062;1088;1173;1211;1213;1314;1315;1378;1432;1456;1460;1476;1499;1509;1536;1604;1667;1669;1783;1991;1992;2040;2060;2153;2181;2204;2207;2358;2495;2512;2647;2665;2760;2773;2821;2966;2992;3082;3092;3101;3146;3240;3320;3684;3799;3832;3934;3949;3953;3958;4057;4317;4318;4353;4360;4718;4860;4893;5023;5028;5127;5223;5273;5289;5290;5291;5315;5337;5468;5478;5532;5537;5552;5562;5604;5605;5611;5627;5657;5683;5713;5717;5718;5719;5768;5770;5806;5861;5862;5867;5868;5869;5870;5872;5873;5880;5906;5908;5912;6036;6037;6093;6102;6272;6279;6280;6283;6286;6311;6386;6515;6647;6708;6711;6727;6836;6845;6850;6947;7037;7057;7076;7114;7226;7251;7277;7311;7430;7520;8027;8372;8417;8548;8649;8655;8674;8678;8724;8766;8773;8804;8836;8867;8876;8895;8905;8987;8993;9144;9218;9230;9261;9341;9363;9527;9535;9559;9685;9712;9749;9829;9847;10006;10042;10079;10092;10093;10094;10095;10096;10097;10109;10113;10124;10134;10159;10211;10313;10321;10342;10383;10427;10434;10461;10466;10483;10484;10487;10490;10552;10562;10565;10640;10802;10855;10857;10890;10959;10970;10981;11014;11031;11037;11236;11258;11261;11345;22818;22836;22841;22863;22875;22915;22931;23095;23200;23210;23230;23250;23256;23332;23585;23601;23673;24137;25798;25801;25840;25852;25923;25963;25978;26130;26578;27102;27342;29097;50999;51097;51128;51257;51271;51290;51316;51382;51534;51542;51571;51646;51699;51706;51719;51762;53831;54472;54863;54918;55004;55062;55276;55327;55647;55681;55737;55754;55773;55845;55860;55973;56729;56888;56992;57126;57534;57826;58480;58485;63908;64083;79890;79895;80148;80331;81555;81876;83706;83930;84061;84067;84162;84313;84376;84418;84910;84932;89853;90522;93100;113402;115548;115677;116844;122553;123720;126003;126014;127829;128866;134957;137492;139322;146722;154664;199675;203068;221079;221960;222487;255738;258010;282991;338339;353189;375035;387263;387921;401258;553115	ENSG00000033627;ENSG00000122705;ENSG00000204435;ENSG00000131475;ENSG00000108587;ENSG00000126581;ENSG00000204842;ENSG00000165219;ENSG00000143545;ENSG00000185627;ENSG00000157764;ENSG00000111540;ENSG00000152700;ENSG00000196262;ENSG00000126934;ENSG00000085832;ENSG00000122490;ENSG00000182220;ENSG00000138802;ENSG00000176407;ENSG00000130164;ENSG00000010270;ENSG00000057608;ENSG00000092820;ENSG00000084234;ENSG00000135720;ENSG00000181467;ENSG00000169032;ENSG00000114098;ENSG00000148248;ENSG00000092531;ENSG00000100554;ENSG00000189403;ENSG00000126775;ENSG00000213064;ENSG00000185825;ENSG00000100934;ENSG00000185236;ENSG00000136240;ENSG00000165025;ENSG00000155008;ENSG00000102225;ENSG00000104763;ENSG00000103769;ENSG00000155975;ENSG00000068650;ENSG00000185127;ENSG00000196743;ENSG00000146574;ENSG00000066777;ENSG00000101152;ENSG00000100281;ENSG00000102158;ENSG00000241685;ENSG00000164713;ENSG00000159082;ENSG00000168172;ENSG00000078902;ENSG00000184743;ENSG00000114354;ENSG00000167645;ENSG00000143761;ENSG00000163466;ENSG00000074054;ENSG00000120992;ENSG00000102580;ENSG00000130429;ENSG00000004059;ENSG00000196814;ENSG00000168036;ENSG00000149357;ENSG00000161203;ENSG00000173083;ENSG00000241553;ENSG00000108671;ENSG00000129083;ENSG00000104388;ENSG00000122218;ENSG00000070540;ENSG00000079950;ENSG00000183726;ENSG00000113595;ENSG00000101310;ENSG00000137100;ENSG00000100599;ENSG00000084733;ENSG00000006534;ENSG00000154710;ENSG00000198898;ENSG00000116473;ENSG00000171049;ENSG00000119414;ENSG00000074319;ENSG00000113384;ENSG00000136754;ENSG00000079246;ENSG00000117475;ENSG00000091317;ENSG00000127314;ENSG00000125814;ENSG00000164506;ENSG00000149781;ENSG00000067900;ENSG00000130755;ENSG00000123983;ENSG00000006125;ENSG00000103035;ENSG00000144566;ENSG00000148429;ENSG00000009844;ENSG00000153214;ENSG00000051009;ENSG00000142168;ENSG00000128340;ENSG00000117758;ENSG00000138073;ENSG00000101421;ENSG00000078142;ENSG00000197170;ENSG00000107758;ENSG00000143771;ENSG00000168118;ENSG00000138688;ENSG00000101752;ENSG00000156232;ENSG00000196230;ENSG00000099785;ENSG00000120868;ENSG00000111237;ENSG00000134996;ENSG00000111481;ENSG00000188811;ENSG00000115091;ENSG00000115306;ENSG00000123728;ENSG00000160213;ENSG00000197969;ENSG00000203710;ENSG00000133318;ENSG00000165006;ENSG00000153310;ENSG00000184500;ENSG00000103978;ENSG00000100568;ENSG00000198818;ENSG00000141367;ENSG00000142192;ENSG00000169299;ENSG00000170043;ENSG00000099246;ENSG00000108639;ENSG00000083937;ENSG00000138069;ENSG00000149925;ENSG00000157107;ENSG00000174903;ENSG00000196072;ENSG00000070831;ENSG00000185432;ENSG00000092108;ENSG00000086598;ENSG00000159348;ENSG00000170881;ENSG00000143862;ENSG00000036054;ENSG00000177105;ENSG00000182287;ENSG00000086232;ENSG00000186074;ENSG00000131236;ENSG00000101558;ENSG00000119801;ENSG00000168374;ENSG00000171314;ENSG00000012779;ENSG00000147813;ENSG00000051382;ENSG00000131966;ENSG00000145736;ENSG00000198113;ENSG00000101856;ENSG00000196396;ENSG00000065135;ENSG00000162889;ENSG00000108405;ENSG00000143878;ENSG00000127824;ENSG00000136738;ENSG00000117500;ENSG00000175582;ENSG00000075624;ENSG00000138071;ENSG00000111229;ENSG00000080824;ENSG00000070495;ENSG00000117533;ENSG00000136021;ENSG00000132356;ENSG00000164292;ENSG00000137575;ENSG00000127946;ENSG00000145817;ENSG00000134243;ENSG00000182885;ENSG00000049245;ENSG00000067560;ENSG00000182400;ENSG00000169896;ENSG00000131981;ENSG00000087502;ENSG00000137312;ENSG00000151292;ENSG00000026508;ENSG00000162517;ENSG00000059804;ENSG00000111731;ENSG00000166128;ENSG00000070367;ENSG00000107560;ENSG00000187446;ENSG00000168461;ENSG00000143952;ENSG00000054523;ENSG00000116489;ENSG00000116815;ENSG00000170759;ENSG00000102218;ENSG00000109743;ENSG00000121879;ENSG00000075790;ENSG00000255587;ENSG00000188229;ENSG00000112697;ENSG00000069329;ENSG00000148943;ENSG00000169860;ENSG00000129472;ENSG00000170909;ENSG00000085063;ENSG00000254999;ENSG00000143162;ENSG00000087086;ENSG00000112062;ENSG00000140319;ENSG00000135932;ENSG00000181029;ENSG00000160883;ENSG00000221983;ENSG00000167996;ENSG00000088986;ENSG00000106588;ENSG00000163072;ENSG00000198668;ENSG00000142185;ENSG00000102265;ENSG00000122958;ENSG00000117984;ENSG00000067225;ENSG00000085719;ENSG00000213281;ENSG00000243244;ENSG00000109270;ENSG00000171236;ENSG00000137563;ENSG00000198734;ENSG00000162688;ENSG00000116678;ENSG00000158825;ENSG00000122862;ENSG00000164597;ENSG00000165997;ENSG00000151366;ENSG00000113615;ENSG00000075651;ENSG00000136026;ENSG00000122644;ENSG00000205542;ENSG00000132170;ENSG00000124333;ENSG00000113282;ENSG00000134594;ENSG00000034713;ENSG00000072274;ENSG00000186792;ENSG00000118508;ENSG00000112419;ENSG00000198805;ENSG00000143653;ENSG00000165168;ENSG00000069974;ENSG00000162704;ENSG00000115271;ENSG00000196352;ENSG00000135404;ENSG00000158869;ENSG00000135441;ENSG00000186431;ENSG00000198168;ENSG00000169385;ENSG00000058063;ENSG00000138772;ENSG00000120306;ENSG00000010278;ENSG00000116260;ENSG00000145287;ENSG00000116574;ENSG00000173930;ENSG00000112335;ENSG00000163808;ENSG00000105220;ENSG00000118804;ENSG00000138160;ENSG00000021355;ENSG00000135046;ENSG00000260314;ENSG00000163754;ENSG00000116675;ENSG00000090889;ENSG00000166527;ENSG00000139832;ENSG00000054793;ENSG00000258227;ENSG00000008438;ENSG00000163554;ENSG00000138778;ENSG00000001561;ENSG00000138722;ENSG00000104043;ENSG00000092067;ENSG00000172232;ENSG00000183019;ENSG00000100985;ENSG00000005381;ENSG00000079385;ENSG00000163661;ENSG00000137801;ENSG00000149516;ENSG00000163220;ENSG00000179869;ENSG00000112299;ENSG00000169397;ENSG00000148175;ENSG00000019991;ENSG00000153208;ENSG00000163993;ENSG00000143546;ENSG00000204936;ENSG00000118520;ENSG00000196415;ENSG00000124469;ENSG00000169174;ENSG00000197561;ENSG00000096006;ENSG00000104918;ENSG00000257017;ENSG00000139572;ENSG00000134827;ENSG00000163221;ENSG00000012223;ENSG00000242550;ENSG00000164821;ENSG00000101425;ENSG00000148346;ENSG00000102837;ENSG00000118113;ENSG00000206047
GO:0046903	secretion	http://amigo.geneontology.org/amigo/term/GO:0046903	1531	276	147.46314977832037	1.8716540397713433	0	0	178;221;226;240;301;306;317;334;351;375;383;387;391;427;535;566;634;671;673;683;760;801;928;932;960;965;966;967;978;1088;1147;1314;1315;1378;1432;1460;1476;1509;1536;1588;1604;1667;1669;1991;1992;2029;2040;2153;2181;2204;2207;2358;2495;2512;2597;2665;2752;2760;2778;2821;2992;3082;3091;3098;3101;3146;3240;3320;3382;3516;3556;3624;3684;3799;3934;3958;4057;4087;4317;4318;4353;4513;4602;4718;4763;4860;4893;5008;5023;5028;5045;5127;5208;5223;5270;5273;5289;5315;5337;5478;5532;5552;5608;5611;5627;5657;5683;5713;5717;5718;5719;5768;5806;5861;5868;5869;5870;5873;5880;5906;5908;5912;6036;6037;6093;6279;6280;6283;6286;6386;6507;6513;6515;6529;6647;6711;6717;6727;6836;6845;6850;6947;7057;7076;7114;7226;7251;7277;7430;7494;7520;7850;8027;8372;8609;8649;8655;8754;8766;8773;8804;8836;8867;8876;8895;8987;8993;9144;9218;9230;9341;9535;9749;10092;10097;10113;10159;10321;10383;10461;10487;10490;10562;10565;10640;10802;10855;10857;10890;10970;11031;11261;22841;22875;22915;22931;23200;23250;23256;23332;23601;25798;25801;25840;25852;25874;26191;26253;26578;27230;28984;50640;51097;51192;51316;51382;51571;51646;51706;51714;51719;51762;53831;54472;54863;54918;55004;55240;55276;55327;55366;55737;55754;55860;56670;56729;56888;56943;57126;57826;58484;58485;58515;63908;64083;65010;79895;80331;83706;84061;84236;84418;84932;90550;93100;116844;126014;127829;134957;137964;139322;153339;154664;170506;199675;203068;222487;258010;285381;338339;353189;353514;387263;387921;401258;415116	ENSG00000033627;ENSG00000204435;ENSG00000185627;ENSG00000157764;ENSG00000111540;ENSG00000120742;ENSG00000196262;ENSG00000182220;ENSG00000176407;ENSG00000196712;ENSG00000057608;ENSG00000092820;ENSG00000084234;ENSG00000181467;ENSG00000114098;ENSG00000148248;ENSG00000092531;ENSG00000100554;ENSG00000189403;ENSG00000185236;ENSG00000165025;ENSG00000155008;ENSG00000102225;ENSG00000104763;ENSG00000103769;ENSG00000068650;ENSG00000185127;ENSG00000196743;ENSG00000143420;ENSG00000066777;ENSG00000101152;ENSG00000102158;ENSG00000157103;ENSG00000164713;ENSG00000159082;ENSG00000174953;ENSG00000078902;ENSG00000143761;ENSG00000113811;ENSG00000074054;ENSG00000102580;ENSG00000149357;ENSG00000173083;ENSG00000108671;ENSG00000129083;ENSG00000135919;ENSG00000122218;ENSG00000084733;ENSG00000006534;ENSG00000175387;ENSG00000116473;ENSG00000171049;ENSG00000074319;ENSG00000113384;ENSG00000079246;ENSG00000091317;ENSG00000127314;ENSG00000125814;ENSG00000164506;ENSG00000217555;ENSG00000149781;ENSG00000067900;ENSG00000130755;ENSG00000123983;ENSG00000118263;ENSG00000103035;ENSG00000087460;ENSG00000144566;ENSG00000142168;ENSG00000128340;ENSG00000138073;ENSG00000078142;ENSG00000197170;ENSG00000107758;ENSG00000196230;ENSG00000120868;ENSG00000134996;ENSG00000188811;ENSG00000115306;ENSG00000140564;ENSG00000123728;ENSG00000160213;ENSG00000203710;ENSG00000153310;ENSG00000156515;ENSG00000184500;ENSG00000198355;ENSG00000100568;ENSG00000142192;ENSG00000169299;ENSG00000170043;ENSG00000099246;ENSG00000108639;ENSG00000138069;ENSG00000149925;ENSG00000143158;ENSG00000185432;ENSG00000092108;ENSG00000159348;ENSG00000143862;ENSG00000177105;ENSG00000131236;ENSG00000118513;ENSG00000101558;ENSG00000119801;ENSG00000171314;ENSG00000012779;ENSG00000099985;ENSG00000147813;ENSG00000131966;ENSG00000198113;ENSG00000101856;ENSG00000108405;ENSG00000127824;ENSG00000136738;ENSG00000175582;ENSG00000144468;ENSG00000138071;ENSG00000080824;ENSG00000137575;ENSG00000198843;ENSG00000213341;ENSG00000168214;ENSG00000174695;ENSG00000115107;ENSG00000182885;ENSG00000049245;ENSG00000067560;ENSG00000169896;ENSG00000131981;ENSG00000026508;ENSG00000156026;ENSG00000059804;ENSG00000166128;ENSG00000135821;ENSG00000070367;ENSG00000107560;ENSG00000187446;ENSG00000168461;ENSG00000135241;ENSG00000116815;ENSG00000170759;ENSG00000109743;ENSG00000255587;ENSG00000188229;ENSG00000112697;ENSG00000100219;ENSG00000069329;ENSG00000148943;ENSG00000102760;ENSG00000169860;ENSG00000129472;ENSG00000170909;ENSG00000085063;ENSG00000143162;ENSG00000087086;ENSG00000112062;ENSG00000140319;ENSG00000117394;ENSG00000158669;ENSG00000135932;ENSG00000160883;ENSG00000154813;ENSG00000166523;ENSG00000167996;ENSG00000088986;ENSG00000106588;ENSG00000198668;ENSG00000075142;ENSG00000003147;ENSG00000198712;ENSG00000142185;ENSG00000102265;ENSG00000117984;ENSG00000067225;ENSG00000085719;ENSG00000213281;ENSG00000225697;ENSG00000109270;ENSG00000171236;ENSG00000137563;ENSG00000198734;ENSG00000108984;ENSG00000162688;ENSG00000158825;ENSG00000100644;ENSG00000122862;ENSG00000120533;ENSG00000151366;ENSG00000113615;ENSG00000075651;ENSG00000136026;ENSG00000205542;ENSG00000124333;ENSG00000186792;ENSG00000112419;ENSG00000198805;ENSG00000143653;ENSG00000165168;ENSG00000069974;ENSG00000091106;ENSG00000162704;ENSG00000115271;ENSG00000196352;ENSG00000135404;ENSG00000196083;ENSG00000158869;ENSG00000186431;ENSG00000198168;ENSG00000104267;ENSG00000169385;ENSG00000058063;ENSG00000138772;ENSG00000120306;ENSG00000134242;ENSG00000111640;ENSG00000010278;ENSG00000187116;ENSG00000116260;ENSG00000168615;ENSG00000145287;ENSG00000173930;ENSG00000079215;ENSG00000105220;ENSG00000118804;ENSG00000021355;ENSG00000135046;ENSG00000163754;ENSG00000166527;ENSG00000205213;ENSG00000258227;ENSG00000008438;ENSG00000001561;ENSG00000138722;ENSG00000104043;ENSG00000172232;ENSG00000183019;ENSG00000100985;ENSG00000005381;ENSG00000079385;ENSG00000198829;ENSG00000163661;ENSG00000137801;ENSG00000149516;ENSG00000122641;ENSG00000163220;ENSG00000179869;ENSG00000112299;ENSG00000169397;ENSG00000148175;ENSG00000019991;ENSG00000153208;ENSG00000137869;ENSG00000163993;ENSG00000143546;ENSG00000204936;ENSG00000123836;ENSG00000118520;ENSG00000196415;ENSG00000124469;ENSG00000115590;ENSG00000197561;ENSG00000096006;ENSG00000104918;ENSG00000257017;ENSG00000139572;ENSG00000134827;ENSG00000163221;ENSG00000012223;ENSG00000242550;ENSG00000164821;ENSG00000101425;ENSG00000148346;ENSG00000102837;ENSG00000118113;ENSG00000206047
GO:0032940	secretion by cell	http://amigo.geneontology.org/amigo/term/GO:0032940	1409	266	135.71233052753325	1.9600282374196945	0	0	178;221;226;240;301;306;317;334;351;375;383;387;391;427;535;566;634;671;673;683;801;928;932;960;965;966;967;978;1088;1147;1315;1378;1432;1460;1476;1509;1536;1588;1604;1667;1669;1991;1992;2029;2040;2153;2204;2207;2358;2495;2512;2597;2665;2752;2760;2778;2821;2992;3082;3091;3098;3101;3146;3240;3320;3382;3516;3556;3624;3684;3799;3934;3958;4057;4087;4317;4318;4353;4602;4718;4763;4860;4893;5008;5023;5028;5045;5127;5208;5223;5270;5273;5289;5315;5337;5478;5532;5552;5611;5627;5657;5683;5713;5717;5718;5719;5768;5806;5861;5868;5869;5870;5873;5880;5906;5908;5912;6036;6037;6093;6279;6280;6283;6286;6386;6507;6513;6515;6647;6711;6717;6727;6836;6845;6850;6947;7057;7076;7114;7226;7251;7277;7430;7494;7520;7850;8027;8372;8609;8649;8655;8754;8766;8773;8804;8836;8867;8876;8895;8987;8993;9144;9218;9230;9341;9535;9749;10092;10097;10113;10159;10321;10383;10461;10487;10490;10562;10565;10640;10802;10855;10857;10890;10970;11031;11261;22841;22875;22915;22931;23200;23250;23256;23332;23601;25798;25801;25840;25852;25874;26191;26253;26578;27230;28984;51097;51192;51316;51382;51571;51646;51706;51714;51719;51762;53831;54472;54863;54918;55004;55240;55276;55327;55366;55737;55754;55860;56670;56729;56888;56943;57126;57826;58484;58485;58515;63908;64083;79895;80331;83706;84061;84418;84932;90550;93100;116844;126014;127829;134957;139322;153339;154664;170506;199675;203068;222487;258010;285381;338339;353189;353514;387263;387921;401258;415116	ENSG00000033627;ENSG00000204435;ENSG00000185627;ENSG00000157764;ENSG00000111540;ENSG00000120742;ENSG00000196262;ENSG00000182220;ENSG00000176407;ENSG00000196712;ENSG00000057608;ENSG00000092820;ENSG00000084234;ENSG00000181467;ENSG00000114098;ENSG00000148248;ENSG00000092531;ENSG00000100554;ENSG00000189403;ENSG00000185236;ENSG00000165025;ENSG00000155008;ENSG00000102225;ENSG00000104763;ENSG00000103769;ENSG00000068650;ENSG00000185127;ENSG00000196743;ENSG00000143420;ENSG00000066777;ENSG00000101152;ENSG00000102158;ENSG00000164713;ENSG00000159082;ENSG00000174953;ENSG00000078902;ENSG00000143761;ENSG00000113811;ENSG00000074054;ENSG00000102580;ENSG00000149357;ENSG00000173083;ENSG00000108671;ENSG00000129083;ENSG00000135919;ENSG00000084733;ENSG00000006534;ENSG00000175387;ENSG00000116473;ENSG00000171049;ENSG00000074319;ENSG00000113384;ENSG00000079246;ENSG00000091317;ENSG00000127314;ENSG00000125814;ENSG00000164506;ENSG00000217555;ENSG00000149781;ENSG00000067900;ENSG00000130755;ENSG00000118263;ENSG00000103035;ENSG00000087460;ENSG00000144566;ENSG00000142168;ENSG00000128340;ENSG00000138073;ENSG00000078142;ENSG00000197170;ENSG00000107758;ENSG00000196230;ENSG00000120868;ENSG00000134996;ENSG00000188811;ENSG00000115306;ENSG00000140564;ENSG00000123728;ENSG00000160213;ENSG00000203710;ENSG00000153310;ENSG00000156515;ENSG00000184500;ENSG00000198355;ENSG00000100568;ENSG00000142192;ENSG00000169299;ENSG00000170043;ENSG00000099246;ENSG00000108639;ENSG00000138069;ENSG00000149925;ENSG00000143158;ENSG00000185432;ENSG00000092108;ENSG00000159348;ENSG00000143862;ENSG00000177105;ENSG00000131236;ENSG00000118513;ENSG00000101558;ENSG00000119801;ENSG00000171314;ENSG00000012779;ENSG00000099985;ENSG00000147813;ENSG00000131966;ENSG00000198113;ENSG00000101856;ENSG00000108405;ENSG00000127824;ENSG00000136738;ENSG00000175582;ENSG00000138071;ENSG00000080824;ENSG00000137575;ENSG00000198843;ENSG00000213341;ENSG00000168214;ENSG00000174695;ENSG00000115107;ENSG00000182885;ENSG00000049245;ENSG00000067560;ENSG00000169896;ENSG00000131981;ENSG00000026508;ENSG00000156026;ENSG00000059804;ENSG00000166128;ENSG00000135821;ENSG00000070367;ENSG00000107560;ENSG00000187446;ENSG00000168461;ENSG00000116815;ENSG00000170759;ENSG00000109743;ENSG00000255587;ENSG00000188229;ENSG00000112697;ENSG00000100219;ENSG00000069329;ENSG00000148943;ENSG00000102760;ENSG00000169860;ENSG00000129472;ENSG00000170909;ENSG00000085063;ENSG00000143162;ENSG00000087086;ENSG00000112062;ENSG00000140319;ENSG00000117394;ENSG00000135932;ENSG00000160883;ENSG00000154813;ENSG00000166523;ENSG00000167996;ENSG00000088986;ENSG00000106588;ENSG00000198668;ENSG00000075142;ENSG00000003147;ENSG00000142185;ENSG00000102265;ENSG00000117984;ENSG00000067225;ENSG00000085719;ENSG00000213281;ENSG00000109270;ENSG00000171236;ENSG00000137563;ENSG00000198734;ENSG00000162688;ENSG00000158825;ENSG00000100644;ENSG00000122862;ENSG00000120533;ENSG00000151366;ENSG00000113615;ENSG00000075651;ENSG00000136026;ENSG00000205542;ENSG00000124333;ENSG00000186792;ENSG00000112419;ENSG00000198805;ENSG00000143653;ENSG00000165168;ENSG00000069974;ENSG00000091106;ENSG00000162704;ENSG00000115271;ENSG00000196352;ENSG00000135404;ENSG00000196083;ENSG00000158869;ENSG00000186431;ENSG00000198168;ENSG00000169385;ENSG00000058063;ENSG00000138772;ENSG00000120306;ENSG00000134242;ENSG00000111640;ENSG00000010278;ENSG00000187116;ENSG00000116260;ENSG00000168615;ENSG00000145287;ENSG00000173930;ENSG00000079215;ENSG00000105220;ENSG00000118804;ENSG00000021355;ENSG00000135046;ENSG00000163754;ENSG00000166527;ENSG00000205213;ENSG00000258227;ENSG00000008438;ENSG00000001561;ENSG00000138722;ENSG00000104043;ENSG00000172232;ENSG00000183019;ENSG00000100985;ENSG00000005381;ENSG00000079385;ENSG00000198829;ENSG00000163661;ENSG00000137801;ENSG00000149516;ENSG00000122641;ENSG00000163220;ENSG00000179869;ENSG00000112299;ENSG00000169397;ENSG00000148175;ENSG00000019991;ENSG00000153208;ENSG00000137869;ENSG00000163993;ENSG00000143546;ENSG00000204936;ENSG00000123836;ENSG00000118520;ENSG00000196415;ENSG00000124469;ENSG00000115590;ENSG00000197561;ENSG00000096006;ENSG00000104918;ENSG00000257017;ENSG00000139572;ENSG00000134827;ENSG00000163221;ENSG00000012223;ENSG00000242550;ENSG00000164821;ENSG00000101425;ENSG00000148346;ENSG00000102837;ENSG00000118113;ENSG00000206047
GO:0001775	cell activation	http://amigo.geneontology.org/amigo/term/GO:0001775	1283	239	123.57623851442524	1.9340287653447323	0	0	60;178;221;226;240;301;306;317;351;383;387;391;427;535;566;634;641;671;673;683;836;896;928;932;960;965;966;967;978;998;1088;1192;1315;1326;1378;1432;1460;1476;1499;1509;1536;1604;1667;1669;1991;1992;2040;2204;2207;2280;2358;2495;2512;2665;2730;2760;2776;2778;2821;2992;3101;3146;3240;3251;3320;3516;3611;3624;3684;3934;3936;3949;3953;3956;3958;3981;4057;4317;4318;4353;4602;4718;4860;4893;5023;5028;5223;5270;5273;5290;5291;5315;5337;5359;5478;5532;5573;5611;5657;5683;5713;5717;5718;5719;5768;5806;5819;5869;5870;5873;5880;5906;5908;5912;6036;6037;6093;6279;6280;6283;6286;6386;6515;6647;6708;6722;6727;6836;6845;6850;6947;7037;7046;7057;7076;7226;7494;7520;7534;8649;8654;8655;8754;8773;8804;8807;8809;8836;8876;8895;8915;8987;8993;9158;9218;9341;9535;9867;10092;10097;10159;10321;10383;10459;10461;10487;10538;10562;10627;10672;10855;10857;10890;10970;11031;22875;22931;23200;23210;23250;23601;25798;25801;25840;25852;26191;26253;26578;28984;29071;51316;51382;51571;51646;51719;53831;54331;54472;54918;55004;55012;55276;55754;55824;55860;56670;56729;56888;57045;57126;57826;58485;58515;64092;64343;79895;79915;80331;83706;83737;84061;84418;93100;116844;126014;127829;146722;154664;199675;203068;222487;258010;338339;353189;353514;387263;387921;401258;100133941	ENSG00000033627;ENSG00000204435;ENSG00000078747;ENSG00000185627;ENSG00000157764;ENSG00000111540;ENSG00000196262;ENSG00000142867;ENSG00000182220;ENSG00000176407;ENSG00000130164;ENSG00000057608;ENSG00000181467;ENSG00000114098;ENSG00000148248;ENSG00000092531;ENSG00000100554;ENSG00000120063;ENSG00000189403;ENSG00000165025;ENSG00000104763;ENSG00000068650;ENSG00000185127;ENSG00000196743;ENSG00000101152;ENSG00000102158;ENSG00000164713;ENSG00000078902;ENSG00000113811;ENSG00000102580;ENSG00000088832;ENSG00000168036;ENSG00000149357;ENSG00000166333;ENSG00000173083;ENSG00000108671;ENSG00000129083;ENSG00000116670;ENSG00000135919;ENSG00000172500;ENSG00000112576;ENSG00000084733;ENSG00000176208;ENSG00000006534;ENSG00000116473;ENSG00000171049;ENSG00000079246;ENSG00000091317;ENSG00000198961;ENSG00000127314;ENSG00000107968;ENSG00000149781;ENSG00000067900;ENSG00000130755;ENSG00000103035;ENSG00000087460;ENSG00000142168;ENSG00000128340;ENSG00000128791;ENSG00000197170;ENSG00000107758;ENSG00000196230;ENSG00000120868;ENSG00000136167;ENSG00000134996;ENSG00000188811;ENSG00000092020;ENSG00000171155;ENSG00000123728;ENSG00000160213;ENSG00000203710;ENSG00000153310;ENSG00000142192;ENSG00000169299;ENSG00000170043;ENSG00000108946;ENSG00000099246;ENSG00000149925;ENSG00000070831;ENSG00000185432;ENSG00000106799;ENSG00000164924;ENSG00000143862;ENSG00000177105;ENSG00000186074;ENSG00000131236;ENSG00000118513;ENSG00000101558;ENSG00000119801;ENSG00000171314;ENSG00000012779;ENSG00000213719;ENSG00000147813;ENSG00000051382;ENSG00000131966;ENSG00000101856;ENSG00000108405;ENSG00000175582;ENSG00000075624;ENSG00000138071;ENSG00000080824;ENSG00000070495;ENSG00000137575;ENSG00000168214;ENSG00000164305;ENSG00000182885;ENSG00000049245;ENSG00000067560;ENSG00000169896;ENSG00000131981;ENSG00000112658;ENSG00000026508;ENSG00000059804;ENSG00000168461;ENSG00000116815;ENSG00000109743;ENSG00000121879;ENSG00000255587;ENSG00000188229;ENSG00000112697;ENSG00000100219;ENSG00000102760;ENSG00000169860;ENSG00000188313;ENSG00000170909;ENSG00000085063;ENSG00000143162;ENSG00000087086;ENSG00000112062;ENSG00000140319;ENSG00000135932;ENSG00000160883;ENSG00000166523;ENSG00000167996;ENSG00000088986;ENSG00000165704;ENSG00000106588;ENSG00000142185;ENSG00000102265;ENSG00000156127;ENSG00000117984;ENSG00000067225;ENSG00000085719;ENSG00000138735;ENSG00000213281;ENSG00000109270;ENSG00000171236;ENSG00000137563;ENSG00000156052;ENSG00000186469;ENSG00000162688;ENSG00000116678;ENSG00000158825;ENSG00000101608;ENSG00000151366;ENSG00000197299;ENSG00000075651;ENSG00000136026;ENSG00000124333;ENSG00000072274;ENSG00000198805;ENSG00000165168;ENSG00000069974;ENSG00000162704;ENSG00000115271;ENSG00000100097;ENSG00000076641;ENSG00000196352;ENSG00000135404;ENSG00000163512;ENSG00000158869;ENSG00000186431;ENSG00000198168;ENSG00000130202;ENSG00000169385;ENSG00000058063;ENSG00000023909;ENSG00000138772;ENSG00000120306;ENSG00000134242;ENSG00000010278;ENSG00000187116;ENSG00000116260;ENSG00000168615;ENSG00000145287;ENSG00000173930;ENSG00000174405;ENSG00000105220;ENSG00000118804;ENSG00000021355;ENSG00000135046;ENSG00000163754;ENSG00000166527;ENSG00000258227;ENSG00000008438;ENSG00000163554;ENSG00000001561;ENSG00000104043;ENSG00000172232;ENSG00000115607;ENSG00000183019;ENSG00000100985;ENSG00000005381;ENSG00000079385;ENSG00000198829;ENSG00000115604;ENSG00000163661;ENSG00000137801;ENSG00000149516;ENSG00000122641;ENSG00000163220;ENSG00000179869;ENSG00000112299;ENSG00000169397;ENSG00000148175;ENSG00000153208;ENSG00000163993;ENSG00000143546;ENSG00000155307;ENSG00000204936;ENSG00000118520;ENSG00000196415;ENSG00000124469;ENSG00000197561;ENSG00000096006;ENSG00000104918;ENSG00000257017;ENSG00000139572;ENSG00000134827;ENSG00000163221;ENSG00000012223;ENSG00000242550;ENSG00000272398;ENSG00000164821;ENSG00000101425;ENSG00000148346;ENSG00000102837;ENSG00000118113;ENSG00000206047
